Araguainha,Brazil,-16,47,-52,59,40,254.72.5
CampoDelCielo,Argentina,-27,38,-61,42,0.05,<0.004
Carancas,Peru,-16,40,-69,03,0.0135,0.000007
Colonia,Brazil,-23,52,-46,43,3.6,>5
Monturaqui,Chile,-23,56,-68,17,0.46,<1
RiachaoRing,Brazil,-7,43,-46,39,4.5,<200
RioCuarto,Argentina,-32,52,-64,14,4.5,<0.1
SerradaCangalha,Brazil,-8,5,-46,52,12,<300
VargeaoDome,Brazil,-26,50,-52,07,12,<70
VistaAlegre,Brazil,-25,57,-52,41,9.5,<65
Amguid,Algeria,26,5,4,23,0.45,<0.1
Aorounga,Chad,19,6,19,15,12.6,<345
Aouelloul,Mauritania,20,15,-12,41,0.39,3.00.3
Bosumtwi,Ghana,6,30,-1,25,10.5,1.07
B.P.Structure,Libya,25,19,24,20,2,<120
GweniFada,Chad,17,25,21,45,14,<345
Kalkkop,-outhAfrica,-32,43,24,26,0.64,0.250.05
Kamil,gypt,22,01,26,05,0.045,
Kgagodi,Botswana,-22,29,27,35,3.5,<180
Luizi,DRCongo,-10,10,28,00,17,<573
Morokweng,-outhAfrica,-26,28,23,32,70,145.00.8
Oasis,Libya,24,35,24,24,18,<120
Ouarkziz,Algeria,29,0,-7,33,3.5,<70
RoterKamm,amibia,-27,46,16,18,2.5,3.70.3
Talemzane,Algeria,33,19,4,2,1.75,<3
Tenoumer,Mauritania,22,55,-10,24,1.9,0.02140.0097
TinBider,Algeria,27,36,5,7,6,<70
Tswaing,-outhAfrica,-25,24,28,5,1.13,0.2200.052
Vredefort,-outhAfrica,-27,0,27,30,160,20234
Boltysh,Ukraine,48,45,32,10,24,65.170.64
Dellen,-weden,61,48,16,48,19,89.02.7
Dobele,Latvia,56,35,23,15,4.5,29035
Gardnos,orway,60,39,9,0,5,50010
Granby,-weden,58,25,14,56,3,470
Ilumetsa,stonia,57,58,27,25,0.08,0.0066
Ilyinets,Ukraine,49,7,29,6,8.5,3785
IsoNaakkima,Finland,62,11,27,9,3,>1000
Kaalijarv,stonia,58,24,22,40,0.11,0.0040.001
Kardla,stonia,59,1,22,46,7,455
Karikkoselka,Finland,62,13,25,15,1.5,230
Keurusselka,Finland,62,8,24,36,30,<1800
Lappajarvi,Finland,63,12,23,42,23,73.35.3
Lockne,-weden,63,0,14,49,7.5,455.00
Logoisk,Belarus,54,12,27,48,15,42.31.1
Lumparn,Finland,60,9,20,6,9,1000
Mien,-weden,56,25,14,52,9,121.02.3
Mizarai,Lithuania,54,1,23,54,5,50020
Mjo/lnir,orway,73,48,29,40,40,142.02.6
Morasko,Poland,52,29,16,54,0.1,<0.01
Neugrund,stonia,59,20,23,40,8,470
Obolon,Ukraine,49,35,32,55,20,1697
Paasselka,Finland,62,2,29,5,10,<1800
Ries,Germany,48,53,10,37,24,15.10.1
Ritland,orway,59,14,6,26,2.7,52020
Rochechouart,France,45,50,0,56,23,2012
Rotmistrovka,Ukraine,49,0,32,0,2.7,12010
Saaksjarvi,Finland,61,24,22,24,6,560
Saarijarvi,Finland,65,17,28,23,1.5,>600
Siljan,-weden,61,2,14,52,52,376.81.7
Soderfjarden,Finland,63,2,21,35,6.6,600
Steinheim,Germany,48,41,10,4,3.8,151
SuvasvesiN,Finland,62,42,28,10,4,<1000
Ternovka,Ukraine,48,08,33,31,11,28010
Tvaren,-weden,58,46,17,25,2,455
Vepriai,Lithuania,55,5,24,35,8,>16010
Zapadnaya,Ukraine,49,44,29,0,3.2,1655
ZelenyGai,Ukraine,48,4,32,45,3.5,8020
Ames,Oklahoma,36,15,-98,12,16
Avak,Alaska,71,15,-156,38,12
Barringer,Arizona,35,2,-111,1,1.18
Beaverhead,Montana,44,36,-113,0,60
Brent,Ontario,46,5,-78,29,3.8
Calvin,Michigan,41,50,-85,57,8.5
Carswell,-askatchewan,58,27,-109,30,39
Charlevoix,Quebec,47,32,-70,18,54
ChesapeakeBay,Virginia,37,17,-76,1,40
Chicxulub,Yucatan,21,20,-89,30,150
ClearwaterEast,Quebec,56,5,-74,7,26
ClearwaterWest,Quebec,56,13,-74,30,36
CloudCreek,-yoming,43,7,-106,45,7
Couture,Quebec,60,8,-75,20,8
CrookedCreek,Missouri,37,50,-91,23,7
Decaturville,Missouri,37,54,-92,43,6
DeepBay,-askatchewan,56,24,-102,59,13
