DesPlaines,Illinois,42,3,-87,52,8
EagleButte,Alberta,49,42,-110,30,10
Elbow,-askatchewan,50,59,-106,43,8
FlynnCreek,Tennessee,36,17,-85,40,3.8
Glasford,Illinois,40,36,-89,47,4
GloverBluff,-isconsin,43,58,-89,32,8
Gow,-askatchewan,56,27,-104,29,5
Haughton,unavut,75,22,-89,41,23
Haviland,Kansas,37,35,-99,10,0.01
Holleford,Ontario,44,28,-76,38,2.35
IleRouleau,Quebec,50,41,-73,53,4
Kentland,Indiana,40,45,-87,24,13
LaMoinerie,Quebec,57,26,-66,37,8
Manicouagan,Quebec,51,23,-68,42,85
Manson,Iowa,42,35,-94,33,35
MapleCreek,-askatchewan,49,48,-109,6,6
Marquez,Texas,31,17,-96,18,12.7
Middlesboro,Kentucky,36,37,-83,44,6
Mistastin,ewfoundland/Labrador,55,53,-63,18,28
Montagnais,ovaScotia,42,53,-64,13,45
Newporte,orthDakota,48,58,-101,58,3.2
NewQuebec,Quebec,61,17,-73,40,3.44
Nicholson,WT,62,40,-102,41,12.5
Odessa,Texas,31,45,-102,29,0.16
Pilot,WT,60,17,-111,1,6
Presquile,Quebec,49,43,-74,48,24
RedWing,orthDakota,47,36,-103,33,9
RockElm,-isconsin,44,43,-92,14,6
SaintMartin,Manitoba,51,47,-98,32,40
SantaFe,ewMexico,35,45,-105,56,613
SerpentMound,Ohio,39,2,-83,24,8
SierraMadera,Texas,30,36,-102,55,13
SlateIslands,Ontario,48,40,-87,0,30
SteenRiver,Alberta,59,30,-117,38,25
Sudbury,Ontario,46,36,-81,11,130
UpheavalDome,Utah,38,26,-109,54,10
Tunnunik,VictoriaIsland,72,28,-113,58,25
Viewfield,-askatchewan,49,35,-103,4,2.5
Wanapitei,Ontario,46,45,-80,45,7.5
WellsCreek,Tennessee,36,23,-87,40,12
WestHawk,Manitoba,49,46,-95,11,2.44
Wetumpka,Alabama,32,31,-86,10,6.5
Whitecourt,Alberta,54,00,-115,36,0.04
Acraman,-outhAustralia,-32,1,135,27,90,590
AmeliaCreek,orthernTerritory,-20,55,134,50,20,1640600
Boxhole,orthernTerritory,-22,37,135,12,0.17,0.00540.0015
ConnollyBasin,WesternAustralia,-23,32,124,45,9,<60
Crawford,-outhAustralia,-34,43,139,2,8.5,>35
Dalgaranga,WesternAustralia,-27,38,117,17,0.02,0.27
Flaxman,-outhAustralia,-34,37,139,4,10,>35
Foelsche,orthernTerritory,-16,40,136,47,6,>545
Glikson,WesternAustralia,-23,59,121,34,19,<508
GoatPaddock,WesternAustralia,-18,20,126,40,5.1,<50
GossesBluff,orthernTerritory,-23,49,132,19,22,142.50.8
Goyder,orthernTerritory,-13,28,135,2,3,<1400
Henbury,orthernTerritory,-24,34,133,8,0.15,0.00420.0019
KellyWest,orthernTerritory,-19,56,133,57,10,>550
LawnHill,Queensland,-18,40,138,39,18,>515
Liverpool,orthernTerritory,-12,24,134,3,1.6,15070
MattWilson,orthernTerritory,-15,30,131,11,7.5,1402440
MountToondina,-outhAustralia,-27,57,135,22,4,<110
Piccaninny,WesternAustralia,-17,32,128,25,7,<360
Shoemaker,WesternAustralia,-25,52,120,53,30,16305
Spider,WesternAustralia,-16,44,126,5,13,>570
Strangways,orthernTerritory,-15,12,133,35,25,64642
Tookoonooka,Queensland,-27,7,142,50,55,1285
Veevers,WesternAustralia,-22,58,125,22,0.08,<1
WolfeCreek,WesternAustralia,-19,10,127,48,0.87,<0.3
Woodleigh,WesternAustralia,-26,3,114,39,40,3648
Yarrabubba,WesternAustralia,-27,10,118,50,30,2000
BeyenchimeSalaatin,Russia,71,0,121,40,8,4020
Bigach,Kazakhstan,48,34,82,1,8,53
Chiyli,Kazakhstan,49,10,57,51,5.5,467
Chukcha,Russia,75,42,97,48,6,<70
Dhala,India,25,18,78,8,11,17002100
Elgygytgyn,Russia,67,30,172,5,18,3.50.5
Gusev,Russia,48,26,40,32,3,49.00.2
Janisjarvi,Russia,61,58,30,55,14,7005
JebelWaqfasSuwwan,Jordan,31,03,36,48,5.5,5637
Kaluga,Russia,54,30,36,12,15,3805
Kamensk,Russia,48,21,40,30,25,49.00.2
Kara,Russia,69,6,64,9,65,70.32.2
KaraKul,Tajikistan,39,1,73,27,52,<5
Karla,Russia,54,55,48,2,10,51
Kursk,Russia,51,42,36,0,6,25080
Logancha,Russia,65,31,95,56,20,4020
Lonar,India,19,58,76,31,1.83,0.0520.006
Macha,Russia,60,6,117,35,0.3,<0.007
MishinaGora,Russia,58,43,28,3,2.5,30050
Popigai,Russia,71,39,111,11,90,35.70.2
PuchezhKatunki,Russia,56,58,43,43,40,1673
Ragozinka,Russia,58,44,61,48,9,463
Shunak,Kazakhstan,47,12,72,42,2.8,4510
SikhoteAlin,Russia,46,7,134,40,0.02,0.000067
Sobolev,Russia,46,18,137,52,0.05,<0.001
Suavjarvi,Russia,63,7,33,23,16,2400
TabunKharaObo,Mongolia,44,07,109,39,1.3,15020
Wabar,-audiArabia,21,30,50,28,0.11,0.00014
Xiuyan,China,40,21,123,27,1.8,>0.05
Zhamanshin,Kazakhstan,48,24,60,58,14,0.90.1
