76.13333,-64.93333
-27.46667,-60.58333
35.05,-111.03333
47,88
-25.5,18
27,-105.1
-30.78333,127.55
26.2,-107.83333
-9.11667,33.06667
45.36667,-122.58333
27.05,-105.43333
25.1,107.7
-38.1,145.3
-26.21667,-48.6
-10.11667,-39.2
37.5825,-99.16361
-25.75,-70.5
19.56667,-99.56667
36.3,120.48333
27.5,-12.5
34.46667,-115.23333
21.49972,50.47222
-22.36667,135.76667
35.33333,-109.5
28.7,-102.73333
-24.56667,133.16667
-14.258,-49.15917
-16.26667,-47.95
19.22778,56.14278
31.71667,-102.4
22.01833,26.08778
30.4,-107.8
49.96667,6.53333
38.08333,-115.53333
23.08333,-101.01667
19.21667,-98.3
48.7,45.7
20.6,44.88333
-33.61667,24
41.98,-120.54167
-29.58333,139.9
44.43333,87.63333
67.3,160.8
-29.41667,-66.85
31.85,-110.96667
35.78333,-83.25
-24.20333,-68.80667
13.51667,122.45
5.91667,-73
52.5,30.33333
32,-95
32.94889,-81.865
-19.3,127.76667
-42.9,-71.33333
-23.9,151.3
-29.45,119.71667
54.9,91.8
34.11667,-101.78333
32.2,87.8
30.75,-104.25
30.33333,-109.98333
-15.58333,-50.15
43.73333,6.78333
44.86667,95.41667
39.93333,-99.6
19.7,55.73333
-28.83333,21.13333
39.5,-112.9
35.16667,-107.88333
27.71667,-0.25
43.36667,-88.13333
-31.38333,125.63333
-7.56667,110.83333
-22.61667,135.2
-33.11667,-60.96667
-28.23333,120.85
-6.6,110.73333
48.48333,3.58333
29.66667,-111.5
35.98333,-101.9
20.51667,56.66667
35.8,-113.7
44.95667,91.4025
-76.71667,159.66667
48.06667,35.08333
34.7,117
39.78333,-77.21667
49.55,4.86667
37.2,-101.35
27.35,108.5
-30.55,29.41667
-22.5,116.16667
62.9,152.43333
-20.8,-69.66667
38.76667,-105.51667
-29.43333,-50.91667
53.23333,27.33333
-23,-69
24.3,106.1
39.33333,-100.06667
33.9,-101.75
52.46667,16.9
3.98333,41.65
34.3,-103.13472
-39.85,-69.48333
-16.21667,-50.3
22.56667,48.3
-25.66667,118.1
34.1,-97
-27.83333,150.33333
41.23333,-103.3
34.25,-96.68333
-25.33333,116.18333
19.03333,54.51667
3.81667,43.33333
54.23333,35.15
42.5,114
37.96667,-90.31667
23.28333,-10.81667
32.91667,-104.66667
67.8,23.1
39.6,-105.3
28.28333,117.18333
29.31667,-100.96667
58.61667,98.93333
51.05833,94.4
-35.3,144.56667
-18.58333,-46.53333
34.58333,-102.16667
40.5,112.5
19.65167,55.69
-30.03306,-51.23
-30.1,28.71667
49.86667,46.61167
38.81667,-84.6
37.46667,-118
32.4,111.7
38.7,-96.1
30.3,-97.7
53,-112
34.91667,135.96667
47.45,101.47917
41.2,-103.68333
44.5,-77.46667
44.33333,106.5
41.76611,-8.58361
36.9,-100.21667
-28.86667,-60.2
43.75,92.91667
36.93333,-87.4
29.3,105.3
30.41667,-99.4
29.87861,-96.87222
49.33333,19.48333
33.18333,-96.71667
29.47,-105.8
27.95833,21.68333
58.8,57.95
-30,25
35.6,-105.8
29.7725,-99.875
-30.38333,147.2
34.06667,-98.91667
36.71667,-102.5
-44.53333,-70.36667
-14.66667,-74.5
32.4,-87
28.9,-108.56667
34.68333,-85.65
-25.2,18.08333
41.15333,-96.955
-80.06667,156.38333
-33.5,26
36.3,-82.88333
37.43333,-3.65
35.16667,-98.64389
55.14167,48.2
57.78117,47.67967
53.66667,88
30.73333,-101.3
36.26667,-85.98333
42.73333,117.5
18.16667,54.16667
19.69362,56.65432
24.5,-106
-27.5,122.36667
-30.75,117.78333
32.5,-101
-19.86667,-44.61667
34.88333,-84.78333
20.76333,10.44167
-45.28333,-70.48333
29.8,-107.55
-33.3,117.66667
42.33333,-113.7
32.5225,-102.705
-18.5,16
-84.26223,161.41628
49,21
28.11667,0.53333
45.33333,-102.08333
-30.33333,130.53333
36.5,-104.2
-26,-69.25
-33.28333,148.88333
38.51667,-107.83333
52.26667,15.55
-27,-70
37.86667,-100.66667
43.04639,22.86389
50.56667,114.9
39.61667,-94.86667
39.45889,-4.3775
66.9,164.2
-30.61667,130.41667
34.71637,-114.22197
31.15643,-5.15262
33.7,-83.7
50.5,12.5
-14.3675,-43.02278
27.30167,15.7645
26.01667,-111.36667
-32.26667,139.86667
32,-86
32,-101.5
-30.5,131.55
51.14967,-1.81
19.71678,56.6062
-31.6,25.8
-48.58333,-67.41667
37.66667,-93.55
19.83333,51.25
36.55,-93.1
43.5,-101.25
31.41667,-100.35
36.23,-104.11889
35.84083,-104.58583
-22.33333,118
34.61667,-101.95
17.7,-97
28.41667,-105.08333
-42.66667,-68.08333
38.295,-121.405
38.5,-99.6
39.93333,-99.21667
36.98667,-97.555
31.91667,-98.03333
42.6,-99.8
49.09028,11.33333
-29.91667,-60.28333
-33,-56
33.13333,-5.56667
37.31667,-97.25
70,24
-28.91667,136.25
19.7127,56.58277
38.16667,-79.08333
39.99167,-98.34167
-15.7,135.66667
33.63333,-104.26667
41.81667,-103.36667
44.4,-98.53333
34,-87.16667
36.56,-97.66667
-32.03333,139.78333
29.65225,-7.7493
37.75,-85.5
35.51667,-79.96667
-14.53333,-48.76667
27.12917,8.66722
-16.9025,30.40722
-40.8,-67.48333
18.65,-97.55
-25.65,114.21667
35.98333,-85.85
27.16667,-9.5
34,-83.16667
38.9,-79.18333
34.36667,118.33333
45.5,118
42.75,-75.18333
34.6,-97.91667
-28.48333,148.25
-29.05,-51.43333
52,-108.3
51.125,127.495
-17.16667,-43.83333
32.5,-115.5
24.46667,-103.35
-80.06667,156.38333
24.43817,0.103
-25.7,143.05
39.2,-98.78333
35.875,-114.23333
-33.31667,19.61667
35.16667,-88.18333
-38.85028,-62.87889
-80.06667,156.38333
49.05,13.76667
-18.94167,-44.98333
-10.75,-39.21667
26.1,-106.96667
67.88333,167.5
35.33333,-115.31667
39.975,-102.26667
35.66667,-100.6
36.3,-104
-26.28333,126.66667
36.82444,-93.76111
32.9,-102.28333
-34.15,141.78333
33.03333,-102.33333
30.81667,-97.05
53.3,126.11667
52.4,79.8
5.28333,8.25
28.66667,-106.11667
-42.55,171.35
-24.91667,119.41667
34.3,-81.4
34.8,-84.98333
30.7,-105.5
33.58333,-99.8
-26,-70
42.96667,-85.76667
-28.93333,148.95
43.46667,-106.76667
38.4,-85.36667
29.1,-97.6
31.9,-96.4
-33.50944,-53.41083
31.38333,-4.25
39.33333,-98.16667
-28.5,27
-32.36667,-60.15
-25.55,142.78333
28.60033,13.5775
32.37167,-6.36
18.67877,54.2876
19.71458,56.54755
-28.91667,-66.95
42.18333,-95.71667
76.53333,-67.55
35.83333,-84.91667
44.5,-104.2
51.95,62.2
42.34667,-90.1675
44.31667,9.98333
46.4,30.8
35.41667,-117.91667
35.95,-104.2
33.18139,-102.40139
24.11667,-104.3
38.65,-94.33333
29.01667,-97.28333
32.62972,-104.35
47.63333,-80.08333
19.983,56.41368
35.9,-101.9
41.43333,-96.96667
-72,26
36.5,-99.5
34.44417,-114.8325
35.25,-106.5
33.03333,-102.33333
57.53333,49
28.63667,13.1965
18.43333,54.1
32.86583,-97.32306
36.21667,-103.65
40.46667,-103.03333
25.33333,-104.66667
41.23333,-103.48333
56.38333,120.46667
26.85,16.73333
43.25,104.16667
32.68333,-102.61667
18.27833,54.285
20.72918,57.189
38.21667,-79.05
32.23333,-88.2
59.33333,-136
64.88333,-163.16667
-72,26
29.85167,111.59833
18.2735,54.21367
-26.33333,-70.28333
19.173,54.70407
35.76667,-91.5
-27.7,115.76667
34.21667,-103.91667
20.537,9.53783
32.05,-3.03333
26.26667,-81.75
33.7825,-102.18111
-26.33333,118.33333
19.86785,57.0028
24.5,-104.8
34.3,-103.13333
52.26667,9.1
38.3,-94.36667
-7.53133,-46.04117
33.21667,-102.18333
-22.9,138.71667
32.83528,-81.87389
37.22222,-101.68139
56,76.75
-31,132
-30.63333,-64.88333
-28.95,148.13333
28.41667,-98.25
55.608833,11.229167
54.74667,41.42167
-35.38333,140.91667
38.66667,-120.93333
45.44,-79.87556
30.83333,-3.33333
18.86622,54.67967
34.25,-112.75
-29.62917,116.48222
38.07778,-96.02639
37.30833,-97.545
-28.08333,24.08333
20.12593,10.2056
-30.85,122.31667
-24.91667,120.06667
41.5,-104.1
42.33333,93
